student_id,age,gender,year_of_study,field_of_study,stress_level,anxiety_score,sleep_hours,sleep_quality,mood_rating,daily_screen_time_hrs,screen_time_before_sleep,daily_social_media_hours,platform_usage,physical_activity,social_interaction_level,study_hours_per_day,class_attendance_pct,exam_score,GPA,academic_performance
385,20,Male,1,Computer Science,5,4,7.5,2.0,6.0,4.5,2.3,2.7,Instagram,3.6,7.3,2.5,78.8,54.4,2.86,66.5
386,21,Other,4,Engineering,7,9,6.3,2.0,3.0,2.9,1.0,4.6,Both,1.5,5.5,1.8,67.9,55.7,1.63,44.7
387,22,Female,1,Computer Science,6,7,7.6,4.0,5.0,2.3,0.8,3.3,Instagram,2.7,9.7,3.8,85.9,68.4,2.7,66.5
388,24,Female,2,Engineering,4,2,6.5,2.0,7.0,2.9,0.0,0.7,None,4.2,7.4,3.3,75.9,,2.83,72.2
389,23,Male,2,Arts,4,5,7.9,4.0,7.0,3.1,1.1,2.2,Both,1.6,3.8,3.6,79.6,72.3,2.96,72.5
390,20,Female,1,Business,5,6,6.6,2.0,7.0,4.9,2.2,4.1,Both,5.2,6.1,1.9,83.9,61.7,2.57,61.7
391,19,Other,1,Computer Science,6,7,6.6,4.0,5.0,4.5,0.9,3.0,Instagram,1.3,5.5,4.1,86.7,72.8,2.71,68.9
392,22,Female,2,Science,5,5,6.2,1.0,6.0,5.4,3.4,1.5,Instagram,3.3,5.8,4.1,81.3,72.3,2.58,65.6
393,19,Female,2,Engineering,5,6,7.0,2.0,5.0,5.7,2.5,3.4,Instagram,4.5,6.5,2.9,87.3,76.5,2.66,72.6
394,24,Female,2,Engineering,6,6,6.2,2.0,5.0,5.2,1.4,2.9,TikTok,1.6,5.0,1.9,77.3,63.4,2.16,58.4
395,23,Male,2,Computer Science,5,5,7.6,3.0,,4.7,1.7,3.9,TikTok,3.1,6.3,2.3,89.4,65.9,,65.8
396,20,Female,2,Business,4,3,5.1,2.0,4.0,4.1,0.9,2.1,Both,3.7,4.2,3.0,,,2.46,59.3
397,18,Male,1,Computer Science,6,4,5.2,1.0,5.0,3.4,0.4,2.2,TikTok,2.7,7.6,2.7,,64.4,2.28,
398,23,Male,2,Engineering,5,6,7.3,2.0,6.0,4.8,2.3,2.2,Instagram,3.3,4.5,2.3,83.2,62.7,2.52,61.5
399,21,Male,4,Science,4,4,5.8,2.0,6.0,4.7,1.2,0.6,None,4.5,6.7,2.0,83.9,62.7,3.04,72.1
400,23,Male,2,Engineering,5,2,6.1,3.0,,4.6,0.4,2.0,Both,2.8,5.4,3.0,83.1,56.6,2.78,61.2
401,18,Male,3,Other,4,4,6.9,3.0,7.0,4.1,0.6,2.7,TikTok,4.6,6.9,,86.3,,2.85,85.2
402,20,Male,2,Arts,6,7,5.7,2.0,6.0,3.4,1.1,2.7,Both,3.9,6.2,2.6,74.1,79.5,2.53,75.4
403,21,Other,3,Other,6,5,5.9,2.0,5.0,3.7,1.4,1.6,Instagram,2.7,6.6,2.5,77.1,56.7,2.1,59.2
404,21,Female,3,Science,3,2,7.7,3.0,8.0,4.3,1.9,0.4,None,5.4,8.6,2.8,100.0,80.3,3.15,75.8
405,20,Other,2,Arts,6,6,8.0,3.0,3.0,15.9,0.8,2.5,TikTok,2.2,6.9,2.5,83.5,73.9,2.94,66.6
406,22,Male,4,Arts,4,1,,4.0,8.0,2.4,0.4,,Both,5.3,6.8,4.7,75.6,76.6,2.75,71.1
407,19,Male,1,Science,5,4,6.2,2.0,5.0,2.2,0.8,2.9,Both,2.8,6.6,1.3,77.3,39.5,2.03,
408,21,Female,1,Computer Science,6,6,8.0,3.0,6.0,3.1,0.1,4.2,TikTok,2.7,8.1,4.8,82.0,81.8,3.04,78.1
409,21,Male,3,Other,6,5,5.1,2.0,5.0,3.5,,,Both,3.1,7.3,2.6,74.8,,2.22,55.6
410,22,Male,3,Computer Science,6,5,5.2,1.0,5.0,4.9,0.8,1.6,TikTok,4.0,6.3,0.9,76.4,,2.14,47.1
411,22,Female,1,Arts,7,6,4.1,1.0,4.0,,0.2,,Instagram,0.3,7.1,2.3,70.4,53.4,1.91,48.0
412,19,Male,1,Science,4,2,8.3,4.0,8.0,4.2,1.5,3.1,TikTok,4.1,6.8,4.0,91.6,,2.71,76.1
413,18,Female,1,Science,8,7,5.5,1.0,4.0,3.4,1.3,3.1,Both,3.2,5.0,1.4,74.1,47.1,2.11,48.4
414,23,Female,1,Other,2,3,6.7,4.0,7.0,3.8,0.4,0.0,None,4.1,6.8,4.9,,100.0,3.02,
415,22,Male,3,Engineering,3,5,5.2,3.0,6.0,3.4,1.3,1.6,Instagram,4.4,5.0,2.6,73.8,72.9,2.79,68.4
416,20,Male,2,Arts,7,7,7.1,3.0,4.0,4.8,3.0,3.5,Both,3.8,3.4,3.3,77.1,71.3,2.45,71.5
417,24,Female,2,Arts,9,10,6.2,1.0,2.0,7.0,,4.5,Both,0.2,3.9,1.7,71.9,48.2,2.49,58.4
418,21,Male,2,Arts,8,7,5.0,2.0,3.0,3.9,0.0,3.1,Both,2.0,6.0,1.5,71.7,,1.81,50.6
419,23,Male,1,Other,5,3,7.3,2.0,7.0,4.6,2.2,3.6,TikTok,3.6,6.3,4.4,79.0,63.2,3.11,72.2
420,21,Other,1,Science,5,7,5.1,3.0,6.0,,0.7,2.0,TikTok,4.1,4.9,3.6,75.2,62.9,2.82,62.5
421,25,Male,3,Science,7,6,5.5,1.0,4.0,5.7,1.8,3.4,Both,2.2,3.0,1.0,68.2,56.7,2.04,
422,24,Female,4,Engineering,8,9,3.8,2.0,4.0,4.5,0.7,3.0,Instagram,4.8,8.3,2.1,76.6,48.5,1.98,53.7
423,21,Other,4,Business,8,8,4.3,1.0,2.0,5.0,1.4,3.3,TikTok,3.2,6.2,3.9,57.7,49.1,1.99,54.7
424,23,Male,1,Science,5,6,7.0,3.0,,3.6,1.5,2.8,Instagram,4.6,8.4,4.5,75.3,70.2,3.01,75.2
425,22,Male,4,Science,7,8,3.8,1.0,2.0,3.1,1.3,3.3,Instagram,5.0,8.3,0.9,75.2,40.0,1.35,36.7
426,23,Male,3,Computer Science,5,5,4.7,2.0,,4.7,0.4,2.3,Both,4.1,7.4,4.3,81.3,70.6,2.9,71.6
427,19,Male,3,Other,7,7,6.0,1.0,5.0,4.3,1.1,3.6,TikTok,4.1,6.3,3.4,66.3,55.1,3.32,72.2
428,22,Male,2,Engineering,7,8,5.9,2.0,5.0,3.1,1.5,3.0,Both,2.6,5.5,1.1,78.9,61.3,2.06,50.2
429,23,Female,2,Science,7,7,8.8,,6.0,4.2,1.8,3.2,Instagram,4.7,7.3,3.3,84.7,69.0,2.89,73.0
430,18,Male,2,Computer Science,6,8,8.2,4.0,7.0,4.6,2.0,4.2,Both,3.8,,3.5,86.7,60.1,,58.4
431,19,Female,1,Engineering,6,5,5.5,1.0,6.0,3.0,0.6,2.5,Instagram,3.1,,1.2,77.1,64.4,1.89,62.7
432,18,Other,1,Engineering,6,6,7.0,3.0,6.0,3.9,1.7,2.3,Both,1.6,,3.6,81.3,68.1,2.88,69.2
433,21,Female,1,Engineering,5,6,7.5,2.0,7.0,5.9,2.1,3.8,Both,2.6,5.7,5.6,85.7,86.9,2.8,78.3
434,22,Female,2,Business,7,6,5.8,,5.0,5.3,2.2,1.8,Instagram,1.8,,3.9,76.9,67.1,2.26,61.8
435,24,Male,3,Engineering,6,7,4.7,1.0,4.0,6.4,1.4,,TikTok,4.5,8.2,2.6,77.8,62.1,2.53,60.3
436,21,Female,2,Other,6,7,,3.0,5.0,5.4,1.5,3.6,Instagram,4.9,6.5,2.3,79.8,57.7,2.72,64.9
437,24,Female,1,Business,6,9,6.7,3.0,4.0,4.5,1.9,,Both,4.4,5.1,2.9,80.0,66.5,2.58,66.6
438,19,Male,4,Business,4,6,5.3,3.0,6.0,4.3,0.2,0.8,TikTok,7.3,8.7,2.2,85.9,62.7,,69.4
439,18,Male,4,Engineering,6,6,,1.0,5.0,4.4,1.5,3.0,Both,2.7,6.0,2.3,83.0,62.8,2.39,63.7
440,21,Female,3,Business,5,7,,2.0,5.0,6.7,1.6,,TikTok,4.6,6.4,0.7,92.5,52.5,1.85,49.7
441,22,Male,4,Arts,7,8,4.7,1.0,3.0,4.2,2.0,2.8,TikTok,1.8,4.1,2.7,74.8,53.9,,50.4
442,21,Male,2,Computer Science,6,6,6.5,2.0,3.0,4.5,1.5,,Instagram,3.0,8.4,2.2,81.2,49.2,2.46,53.2
443,18,Male,4,Computer Science,6,4,6.1,2.0,5.0,,0.9,2.4,Instagram,2.0,6.9,3.5,84.7,66.6,2.52,70.4
444,21,Male,1,Business,6,5,5.4,2.0,5.0,2.8,0.7,2.8,TikTok,4.1,7.4,2.4,79.8,60.9,1.84,52.9
445,19,Female,2,Computer Science,4,4,7.3,4.0,7.0,3.7,1.6,2.1,Both,3.0,5.3,,77.8,81.5,3.15,87.2
446,22,Female,1,Computer Science,5,5,4.8,2.0,4.0,,1.2,1.1,Instagram,0.6,6.0,2.8,69.7,65.6,2.01,54.3
447,22,Female,1,Computer Science,8,8,6.1,1.0,4.0,,1.5,5.0,Both,2.0,5.3,1.0,84.5,42.5,1.89,52.8
448,19,Male,1,Engineering,4,5,6.2,3.0,7.0,0.6,0.8,3.0,TikTok,6.0,7.8,4.8,80.6,71.0,3.29,73.8
449,20,Male,3,Engineering,4,5,5.4,1.0,6.0,3.7,1.1,1.6,Instagram,4.3,8.3,2.1,85.3,65.8,2.43,61.5
450,19,Female,3,Engineering,6,5,5.4,1.0,6.0,2.4,0.9,3.5,Both,4.6,4.6,1.9,71.3,50.2,2.37,56.7
451,21,Male,2,Arts,5,6,8.5,3.0,7.0,4.0,2.0,3.3,TikTok,3.4,4.8,2.3,94.1,63.9,2.52,66.9
452,23,Male,1,Science,7,6,5.9,2.0,5.0,4.6,,,Both,3.1,7.0,1.0,72.3,44.0,2.62,58.2
453,19,Female,3,Science,6,5,8.7,4.0,6.0,4.2,3.2,4.2,Instagram,3.2,5.3,3.3,84.5,67.5,2.75,61.4
454,22,Male,3,Computer Science,7,8,6.7,2.0,6.0,3.9,2.7,2.6,Both,,7.3,1.3,76.4,58.2,,57.6
455,20,Female,2,Computer Science,4,3,6.4,3.0,7.0,,0.2,1.1,Instagram,2.4,5.9,3.1,85.5,55.9,2.44,54.7
456,20,Male,3,Computer Science,5,4,6.6,2.0,6.0,3.2,1.2,2.6,Instagram,4.7,5.1,3.5,83.9,80.1,3.04,73.1
457,21,Male,1,Science,4,5,9.4,5.0,7.0,1.2,0.6,1.9,TikTok,5.0,4.7,3.5,97.6,77.7,3.04,76.8
458,19,Male,2,Arts,8,9,5.1,2.0,3.0,2.0,,3.8,Both,3.0,,0.0,75.7,35.6,1.25,25.9
459,20,Other,4,Science,8,8,4.6,1.0,2.0,4.4,2.1,3.4,Instagram,3.5,6.7,3.3,72.5,63.0,1.91,58.2
460,19,Female,1,Engineering,7,5,5.7,1.0,3.0,4.8,2.0,3.6,TikTok,1.6,6.8,2.3,77.6,54.8,,
461,24,Other,2,Engineering,4,3,6.7,2.0,8.0,3.4,1.9,1.6,Instagram,5.7,7.5,3.6,90.6,66.6,3.06,77.7
462,21,Female,4,Science,6,8,4.0,1.0,4.0,4.7,1.8,1.0,Instagram,2.9,2.0,2.2,,43.3,2.94,56.2
463,20,Male,3,Science,5,6,6.1,3.0,6.0,3.5,,3.3,Both,,6.9,3.7,78.0,75.3,3.57,79.5
464,21,Female,1,Computer Science,3,4,8.5,5.0,9.0,4.5,1.4,3.5,Both,2.4,4.1,4.8,99.2,92.8,3.27,90.5
465,21,Male,1,Engineering,6,6,6.8,,5.0,1.9,,3.4,Instagram,2.7,3.7,3.8,83.8,66.1,2.97,74.4
466,21,Female,1,Arts,7,7,6.3,1.0,4.0,5.7,1.0,3.4,TikTok,2.0,,2.6,77.9,68.6,1.93,62.2
467,22,Male,3,Business,5,6,5.6,2.0,5.0,1.2,0.0,1.1,TikTok,2.1,3.8,1.5,72.6,,1.64,52.3
468,22,Female,2,Science,3,4,7.5,4.0,,3.5,1.7,1.0,Instagram,4.5,7.2,4.3,77.1,90.9,3.28,86.8
469,20,Male,1,Business,7,7,5.7,1.0,4.0,6.1,3.0,3.2,Both,2.0,4.9,2.4,71.8,49.0,2.34,52.7
470,20,Male,4,Science,2,1,7.9,5.0,9.0,4.0,1.4,2.5,Instagram,4.5,4.7,3.6,88.8,73.6,3.51,84.0
471,21,Female,2,Business,3,1,8.5,5.0,8.0,3.4,0.0,1.8,Instagram,3.7,6.6,3.2,88.4,74.1,,79.1
472,18,Female,1,Science,2,1,6.7,4.0,8.0,2.4,0.2,0.2,None,4.7,5.8,4.4,94.8,81.5,3.25,81.8
473,18,Male,2,Engineering,5,6,6.1,3.0,5.0,2.1,0.9,3.2,Instagram,2.6,7.1,2.7,89.5,74.3,2.56,67.3
474,23,Male,3,Engineering,3,2,7.4,4.0,,0.8,0.0,2.9,Both,5.4,8.5,3.3,96.9,79.4,3.37,83.0
475,24,Male,1,Business,4,5,8.1,4.0,8.0,6.5,2.1,3.4,TikTok,3.1,5.8,5.3,82.7,79.1,3.66,90.3
476,21,Female,1,Computer Science,4,6,5.8,1.0,5.0,4.1,2.0,2.1,Instagram,,8.9,3.7,88.7,72.8,2.75,69.3
477,22,Female,3,Science,7,7,5.7,3.0,4.0,2.8,0.5,2.8,Both,1.2,7.3,2.8,69.7,55.0,2.28,54.4
478,22,Other,2,Arts,4,4,5.0,1.0,6.0,6.2,1.8,1.3,Instagram,6.9,7.6,4.3,71.5,67.1,3.22,74.0
479,26,Female,2,Arts,7,8,7.2,2.0,5.0,5.6,3.6,6.0,TikTok,2.5,7.4,2.7,77.3,60.3,2.46,56.9
480,23,Male,2,Other,8,8,7.3,4.0,5.0,5.9,3.4,4.0,TikTok,3.4,5.2,1.6,84.9,51.6,1.98,52.8
481,21,Female,1,Computer Science,6,6,5.2,1.0,,4.7,3.3,0.7,None,2.8,4.2,2.0,73.3,,2.22,53.8
482,19,Male,1,Business,3,2,6.0,3.0,6.0,1.7,0.7,2.5,Instagram,1.0,3.8,4.0,87.3,71.5,3.04,73.9
483,18,Male,2,Arts,9,8,4.7,1.0,2.0,8.2,3.6,3.4,Both,2.8,5.2,2.2,63.7,53.0,1.65,47.7
484,21,Female,1,Computer Science,5,6,5.7,1.0,6.0,5.3,0.7,1.8,TikTok,3.0,7.0,3.2,83.4,70.1,2.27,57.6
485,20,Male,1,Science,4,3,7.2,3.0,8.0,3.9,0.3,1.6,Instagram,3.9,5.2,2.1,83.8,73.9,3.29,83.4
486,19,Other,4,Science,6,7,4.9,3.0,5.0,5.4,1.9,1.9,TikTok,5.1,6.0,3.5,87.1,62.3,2.62,62.3
487,20,Female,4,Engineering,7,7,5.5,2.0,5.0,3.9,0.6,2.9,TikTok,4.0,4.9,2.3,73.3,47.4,2.52,54.7
488,19,Female,3,Computer Science,7,7,4.2,1.0,3.0,3.8,2.1,2.9,Both,3.5,5.5,2.6,68.4,50.0,2.21,56.0
489,24,Female,4,Computer Science,1,2,6.3,3.0,8.0,3.3,0.5,1.1,Instagram,3.9,8.3,3.3,99.3,88.6,3.46,89.6
490,22,Female,1,Engineering,6,5,6.7,3.0,,3.8,1.8,3.3,TikTok,,,4.8,72.9,61.2,2.77,72.6
491,21,Female,4,Business,8,7,5.1,1.0,3.0,1.8,2.2,3.5,TikTok,1.5,4.9,2.3,71.2,62.5,2.14,54.1
492,24,Female,1,Business,6,7,6.7,,5.0,5.1,1.4,2.7,TikTok,1.1,7.1,2.2,73.6,51.7,2.01,47.6
493,21,Male,4,Engineering,7,5,6.1,3.0,4.0,4.7,1.6,5.0,Both,2.9,5.7,3.0,81.7,66.9,1.9,52.0
494,20,Female,4,Other,6,6,4.9,1.0,5.0,2.8,1.8,3.1,Instagram,1.1,5.8,,81.7,55.9,2.22,
495,24,Male,3,Engineering,7,8,4.8,1.0,2.0,4.1,2.0,2.9,Both,2.7,7.4,2.8,68.0,51.8,1.81,47.2
496,22,Female,4,Engineering,5,6,8.0,5.0,,4.2,0.6,,TikTok,1.3,5.1,-0.6,86.1,51.5,,48.3
497,19,Female,2,Business,6,8,5.5,3.0,5.0,4.4,1.7,3.0,Both,4.0,7.5,3.7,81.7,80.1,2.7,73.0
498,21,Female,1,Arts,6,6,6.5,3.0,4.0,2.0,1.4,2.9,Instagram,3.8,7.3,2.2,80.4,64.7,1.95,52.3
499,20,Male,2,Engineering,5,6,7.4,4.0,8.0,2.4,1.2,2.1,Both,3.2,6.2,3.3,93.1,75.9,3.06,81.7
500,19,Male,2,Arts,4,3,10.0,5.0,6.0,6.4,1.9,2.8,Both,1.0,4.0,1.7,98.9,67.2,,71.5
501,23,Female,1,Business,4,3,5.4,3.0,6.0,2.7,0.1,1.4,TikTok,3.1,6.5,2.4,75.1,57.5,2.15,53.4
502,24,Male,3,Engineering,5,6,6.9,3.0,7.0,4.1,,1.5,TikTok,4.0,8.0,2.8,90.6,,2.78,62.8
503,19,Male,4,Engineering,6,6,5.0,2.0,4.0,4.5,0.0,0.9,TikTok,5.0,8.0,3.2,80.5,53.6,3.04,60.2
504,22,Male,1,Business,8,8,,3.0,4.0,3.1,1.1,4.8,TikTok,5.8,8.4,1.2,78.1,47.5,1.97,46.4
505,20,Other,3,Science,7,6,5.3,2.0,4.0,4.6,1.7,,Both,5.5,6.2,0.5,74.8,36.5,2.15,44.9
506,20,Female,4,Other,4,4,4.6,1.0,6.0,1.4,1.0,2.5,Instagram,4.1,7.4,3.1,70.0,67.2,3.31,78.3
507,20,Male,4,Computer Science,3,4,5.8,2.0,,2.4,0.6,2.0,TikTok,3.0,5.1,3.2,85.3,58.4,2.36,53.5
508,20,Male,4,Other,7,8,4.2,1.0,3.0,4.5,1.3,3.8,Instagram,2.4,6.0,1.1,,35.9,1.55,39.0
509,21,Male,2,Engineering,4,3,7.4,3.0,8.0,2.4,0.1,2.3,Both,5.4,8.2,3.6,100.0,69.7,3.23,78.0
510,20,Female,4,Other,5,6,5.9,3.0,5.0,3.0,0.0,2.3,TikTok,4.1,,,76.1,60.2,2.9,69.3
511,21,Female,3,Science,4,3,6.6,2.0,7.0,4.9,1.3,1.3,Instagram,4.6,7.0,4.1,74.4,71.6,,75.2
512,21,Male,1,Science,4,4,6.1,,6.0,3.6,0.4,2.6,Instagram,2.6,5.7,2.8,74.0,74.9,3.34,75.6
513,21,Male,2,Engineering,8,7,6.0,2.0,4.0,5.3,2.4,3.0,Both,1.5,4.5,1.8,82.2,63.0,2.02,58.0
514,19,Male,3,Engineering,7,7,6.3,2.0,3.0,4.3,1.6,2.6,Instagram,2.7,5.8,3.6,73.0,61.4,1.95,60.6
515,20,Female,1,Arts,5,4,5.3,3.0,4.0,3.2,1.3,3.3,Instagram,3.0,,1.8,86.9,48.3,2.76,64.7
516,22,Female,3,Business,2,1,5.8,3.0,8.0,2.0,0.5,0.5,None,4.1,6.5,4.1,86.7,87.6,3.03,87.7
517,22,Male,3,Engineering,7,7,5.3,1.0,4.0,6.3,2.3,3.7,Instagram,2.4,3.6,2.0,66.9,,2.22,50.1
518,19,Male,1,Arts,8,9,5.5,2.0,5.0,5.0,1.6,3.1,Both,3.5,4.6,5.4,85.8,63.0,2.21,56.7
519,21,Male,2,Engineering,6,7,,1.0,5.0,3.2,1.5,1.7,TikTok,5.2,7.9,2.7,83.9,45.9,2.14,41.2
520,22,Other,3,Business,6,4,7.7,3.0,,4.9,2.3,2.9,Both,0.8,6.5,1.9,78.2,67.7,1.93,52.6
521,18,Male,2,Science,7,8,5.4,1.0,3.0,2.6,1.6,3.1,Both,0.2,5.0,4.1,77.8,69.2,1.92,55.8
522,22,Female,1,Computer Science,5,5,8.0,4.0,7.0,3.9,1.9,3.3,Instagram,5.0,6.6,4.3,87.1,89.5,3.17,82.6
523,20,Female,1,Computer Science,5,4,7.7,5.0,7.0,3.8,0.7,1.9,TikTok,,6.2,3.3,85.1,68.2,2.92,68.1
524,22,Male,2,Business,7,6,5.1,2.0,4.0,4.2,1.4,3.4,Instagram,2.8,6.5,1.5,84.6,45.5,1.86,47.2
525,20,Male,4,Science,9,9,4.6,1.0,3.0,4.3,1.6,5.2,Instagram,4.2,6.3,0.0,59.4,31.3,1.14,
526,18,Male,1,Science,1,1,9.2,5.0,9.0,2.2,0.7,2.0,Instagram,3.3,4.8,5.0,93.5,84.9,3.39,84.9
527,18,Female,3,Computer Science,6,6,7.8,3.0,5.0,2.7,1.4,1.9,Instagram,3.1,3.4,2.5,82.1,75.2,2.7,73.7
528,21,Female,1,Science,5,5,6.6,,4.0,5.7,2.1,4.5,Both,,4.6,1.7,83.4,86.0,2.46,70.9
529,21,Female,2,Engineering,8,6,6.7,1.0,4.0,7.5,3.2,5.8,TikTok,6.5,6.2,2.8,70.4,51.9,2.59,62.8
530,19,Female,4,Engineering,7,7,5.0,1.0,5.0,5.6,2.5,3.6,Both,6.0,7.9,3.9,82.3,68.1,3.03,68.1
531,22,Male,3,Business,5,4,6.7,3.0,5.0,,0.7,2.0,Instagram,2.4,6.4,2.7,73.2,64.0,2.74,65.4
532,18,Other,1,Business,8,10,5.6,1.0,4.0,6.8,2.9,3.8,Instagram,4.4,6.9,2.7,65.8,57.7,2.36,59.5
533,21,Female,2,Computer Science,5,5,4.2,1.0,5.0,2.7,1.1,1.9,Instagram,4.0,5.5,2.6,74.8,68.4,3.06,66.1
534,19,Male,1,Engineering,6,7,5.0,2.0,5.0,5.3,1.6,3.3,Both,3.4,6.0,2.5,88.1,51.3,2.25,52.3
535,20,Other,2,Science,3,4,6.3,3.0,6.0,,0.6,1.1,TikTok,2.2,,2.6,100.0,68.5,3.42,80.3
536,21,Female,3,Computer Science,8,8,4.9,1.0,4.0,3.5,1.6,2.7,TikTok,,5.5,1.7,75.1,57.7,2.38,57.1
537,20,Female,1,Computer Science,5,5,6.5,3.0,7.0,3.5,1.3,1.1,Instagram,3.2,5.3,1.8,79.5,64.7,2.36,55.2
538,20,Female,1,Science,6,5,5.4,3.0,5.0,2.6,0.2,2.7,Instagram,2.8,5.8,1.0,77.0,53.9,2.28,52.5
539,23,Female,2,Business,8,6,5.7,1.0,3.0,,2.2,3.2,Both,2.1,6.6,2.6,73.9,58.3,2.05,49.8
540,20,Female,4,Science,6,6,6.8,2.0,5.0,2.7,1.6,1.9,TikTok,5.5,5.9,2.5,91.4,67.7,2.2,62.5
541,22,Male,4,Other,9,9,6.3,2.0,4.0,3.6,1.8,3.8,Instagram,2.1,5.5,1.0,63.1,52.6,1.79,48.7
542,19,Male,1,Engineering,7,7,6.5,1.0,4.0,,2.6,2.7,Both,2.0,,1.1,83.3,57.3,1.62,42.5
543,22,Other,3,Other,5,5,7.2,4.0,6.0,4.4,1.3,3.2,TikTok,4.7,5.8,1.5,74.9,59.8,2.6,56.9
544,23,Male,2,Arts,5,4,7.1,1.0,5.0,2.9,2.3,3.3,Instagram,3.1,6.1,0.9,79.1,59.7,2.55,59.5
545,18,Male,2,Business,4,4,7.8,5.0,7.0,,0.0,1.6,TikTok,3.2,6.3,3.8,86.0,76.1,2.97,75.2
546,20,Male,3,Engineering,10,10,5.6,1.0,4.0,4.2,3.6,6.2,Both,4.6,5.6,,72.5,29.6,,33.2
547,22,Male,4,Business,7,8,5.5,1.0,5.0,4.8,3.1,4.2,TikTok,5.2,8.4,2.8,76.5,57.8,2.46,61.0
548,21,Female,4,Science,7,7,4.5,2.0,3.0,2.9,0.9,1.8,Instagram,1.0,6.2,2.7,71.1,54.9,2.32,57.7
549,22,Other,2,Engineering,7,6,6.0,3.0,4.0,3.1,0.0,4.3,Instagram,3.1,,2.1,75.9,42.6,2.24,51.8
550,20,Male,2,Arts,6,6,7.4,3.0,4.0,1.6,1.6,4.6,Both,1.5,7.2,2.8,69.4,69.9,2.43,59.9
551,21,Male,3,Other,4,3,7.6,3.0,6.0,3.5,0.3,2.5,Both,,6.5,3.3,89.1,81.0,3.14,78.6
552,21,Male,1,Business,5,5,7.7,3.0,5.0,3.3,1.3,2.8,Both,3.5,5.8,3.4,89.4,76.2,2.91,78.1
553,23,Female,2,Arts,7,8,4.6,1.0,4.0,4.5,2.4,3.0,Instagram,2.5,7.6,2.2,80.4,60.4,,44.9
554,21,Female,2,Engineering,4,3,7.6,5.0,7.0,4.7,1.1,3.2,Instagram,1.7,4.8,4.8,96.2,81.4,3.04,75.5
555,22,Male,3,Science,5,5,4.2,1.0,4.0,6.0,2.0,2.4,Instagram,2.2,8.1,4.1,77.4,64.7,2.44,60.9
556,20,Female,1,Engineering,4,3,7.6,4.0,7.0,3.5,1.7,2.4,TikTok,4.7,6.8,5.0,96.2,90.9,3.36,85.3
557,20,Female,1,Arts,5,4,6.2,2.0,5.0,3.7,1.9,3.1,Both,5.5,7.9,1.8,82.7,52.6,2.54,59.1
558,20,Female,4,Other,7,9,6.6,2.0,3.0,3.5,1.4,3.7,Both,0.6,9.0,3.4,65.0,54.6,1.85,48.0
559,22,Other,1,Arts,6,7,5.3,1.0,3.0,2.1,0.4,3.0,TikTok,2.8,6.2,2.8,81.9,64.5,1.95,48.8
560,20,Male,2,Engineering,5,5,7.6,2.0,6.0,3.5,2.6,2.6,Both,4.1,6.4,2.6,89.3,70.7,2.47,69.9
561,21,Female,1,Science,5,5,5.0,2.0,5.0,,1.4,2.3,Both,3.1,5.0,1.5,77.5,63.4,2.25,61.3
562,25,Female,1,Business,5,3,6.2,3.0,7.0,2.5,0.7,2.7,Instagram,1.5,5.6,2.3,78.3,50.3,2.73,60.7
563,22,Female,1,Science,6,5,5.6,2.0,4.0,5.3,2.6,3.0,Both,2.5,4.7,1.2,79.4,52.5,1.65,46.0
564,20,Female,1,Computer Science,8,7,4.6,2.0,3.0,7.1,2.7,3.4,TikTok,4.1,6.1,0.0,69.1,30.7,1.47,32.8
565,23,Female,4,Computer Science,5,5,6.2,2.0,6.0,3.7,1.3,1.6,Instagram,3.2,9.9,3.7,83.2,76.9,2.74,69.6
566,20,Female,1,Arts,6,6,8.6,3.0,6.0,5.2,3.6,3.5,Instagram,3.0,6.1,3.1,77.5,78.5,2.51,63.2
567,18,Male,4,Science,6,6,8.6,5.0,7.0,3.6,1.4,3.8,TikTok,3.6,5.4,3.4,78.9,73.9,,78.5
568,19,Female,2,Engineering,5,6,6.3,2.0,,4.1,1.5,2.8,TikTok,2.5,5.8,3.9,71.5,66.6,2.95,70.6
569,18,Other,2,Engineering,4,4,7.4,,6.0,3.0,0.7,3.0,Instagram,,6.0,3.2,100.0,68.3,2.75,62.8
570,20,Other,2,Science,6,5,6.6,3.0,5.0,4.4,2.6,2.4,Instagram,3.0,7.5,3.7,79.4,64.9,2.76,63.6
571,21,Male,2,Science,5,5,6.9,3.0,6.0,1.4,0.7,2.9,Both,2.0,5.8,2.2,88.8,58.3,2.47,61.3
572,24,Male,3,Arts,6,7,,2.0,7.0,5.2,2.0,2.9,Both,6.5,8.9,,74.0,,2.14,55.5
573,22,Male,1,Arts,5,5,6.9,3.0,6.0,2.4,0.9,3.1,Both,3.4,5.8,2.9,81.0,62.0,2.66,61.9
574,21,Female,2,Engineering,6,4,7.0,4.0,5.0,5.1,1.0,1.1,Instagram,0.0,5.5,5.4,80.5,67.2,3.0,67.7
575,22,Female,4,Science,13,5,5.3,2.0,7.0,4.1,2.0,2.1,Instagram,5.6,5.9,4.5,92.4,79.6,3.44,81.2
576,18,Male,4,Engineering,7,7,5.6,1.0,5.0,3.5,1.6,3.8,Instagram,5.1,6.0,3.5,72.7,65.3,2.99,63.8
577,21,Female,4,Engineering,6,3,5.8,2.0,5.0,3.0,1.0,3.2,Instagram,4.3,4.3,1.2,75.9,66.0,2.05,56.2
